company,month,product_family,product_line,warehouse,on_hand_qty,inventory_value_idr,avg_map_cost,item_count,negative_inventory_lines,zero_inventory_lines,negative_value_lines,is_high_value_inventory,is_slow_moving_indicator
Matapel Chemicals Sample,2024-05-01,Colorants,Inorganic Pigments,Jakarta WH,7584.77,577839558.7863001,76184.19,1,0,0,0,False,False
Matapel Chemicals Sample,2024-05-01,Colorants,Inorganic Pigments,Surabaya WH,12195.64,747783081.1935999,65140.67999999999,3,0,0,0,True,False
Matapel Chemicals Sample,2024-05-01,Colorants,Organic Pigments,Bandung WH,11803.150000000001,735054277.335,64972.395,2,0,0,0,True,False
Matapel Chemicals Sample,2024-05-01,Colorants,Organic Pigments,Jakarta WH,271.63,19831437.386299998,73009.01,1,0,0,0,False,False
Matapel Chemicals Sample,2024-05-01,Colorants,Organic Pigments,Surabaya WH,1713.62,141687688.0012,82683.26,1,0,0,0,False,False
Matapel Chemicals Sample,2024-05-01,Solvents,Solvents,Jakarta WH,10714.71,587651059.925,51062.526666666665,3,0,0,0,False,False
Matapel Chemicals Sample,2024-05-01,Solvents,Solvents,Surabaya WH,12681.9,1011543346.0439999,79762.76,1,0,0,0,True,False
Matapel Chemicals Sample,2024-06-01,Specialty Chemicals,Additives,Bandung WH,3271.16,74404954.8584,22745.74,1,0,0,0,False,False
Matapel Chemicals Sample,2024-06-01,Specialty Chemicals,Additives,Jakarta WH,5476.4800000000005,353083809.0952,62721.76,2,0,0,0,False,False
Matapel Chemicals Sample,2024-06-01,Specialty Chemicals,Additives,Surabaya WH,2116.76,168558276.16320002,79630.32,1,0,0,0,False,False
Matapel Chemicals Sample,2024-06-01,Binders,Industrial Resins,Bandung WH,12903.93,538045131.7215,40602.56,2,0,0,0,False,False
Matapel Chemicals Sample,2024-06-01,Binders,Industrial Resins,Jakarta WH,2233.56,199924570.7928,89509.38,1,0,0,0,False,False
Matapel Chemicals Sample,2024-06-01,Binders,Industrial Resins,Surabaya WH,2784.5,131598421.57,47261.06,1,0,0,0,False,False
Matapel Chemicals Sample,2024-06-01,Colorants,Inorganic Pigments,Bandung WH,5121.95,390947892.283,76327.94,1,0,0,0,False,False
Matapel Chemicals Sample,2024-06-01,Colorants,Inorganic Pigments,Jakarta WH,3179.72,292507339.5688,91991.54,1,0,0,0,False,False
Matapel Chemicals Sample,2024-06-01,Colorants,Inorganic Pigments,Surabaya WH,11831.849999999999,654947479.0351001,51290.565,2,0,0,0,False,False
Matapel Chemicals Sample,2024-06-01,Colorants,Organic Pigments,Bandung WH,5213.31,393872295.6699,75551.29,1,0,0,0,False,False
Matapel Chemicals Sample,2024-06-01,Colorants,Organic Pigments,Jakarta WH,5849.46,311059157.695,64084.9,2,1,0,1,False,False
Matapel Chemicals Sample,2024-06-01,Colorants,Organic Pigments,Surabaya WH,1944.89,157944205.7176,81209.84,1,0,0,0,False,False
Matapel Chemicals Sample,2024-06-01,Solvents,Solvents,Bandung WH,2280.93,117072313.31009999,51326.57,1,0,0,0,False,False
Matapel Chemicals Sample,2024-06-01,Solvents,Solvents,Jakarta WH,15842.21,1223817001.4324,58960.74,2,0,0,0,True,False
Matapel Chemicals Sample,2024-06-01,Solvents,Solvents,Surabaya WH,5598.54,396282744.4842,70783.23,1,0,0,0,False,False
Matapel Chemicals Sample,2024-07-01,Specialty Chemicals,Additives,Jakarta WH,6031.13,304703950.52110004,50940.28999999999,2,0,0,0,False,False
Matapel Chemicals Sample,2024-07-01,Specialty Chemicals,Additives,Surabaya WH,6409.5199999999995,416816760.0484,64295.72,2,0,0,0,False,False
Matapel Chemicals Sample,2024-07-01,Binders,Industrial Resins,Bandung WH,7082.34,381961078.06320006,53931.48,1,0,0,0,False,False
Matapel Chemicals Sample,2024-07-01,Binders,Industrial Resins,Jakarta WH,9079.26,313649259.09080005,37956.53,2,0,0,0,False,False
Matapel Chemicals Sample,2024-07-01,Binders,Industrial Resins,Surabaya WH,2090.35,181958299.2835,87046.81,1,0,0,0,False,False
Matapel Chemicals Sample,2024-07-01,Colorants,Inorganic Pigments,Bandung WH,1872.97,174504914.57520002,93170.16,1,0,0,0,False,False
Matapel Chemicals Sample,2024-07-01,Colorants,Inorganic Pigments,Jakarta WH,10475.71,511629693.0541,50544.64,2,0,0,0,False,False
Matapel Chemicals Sample,2024-07-01,Colorants,Inorganic Pigments,Surabaya WH,6933.05,555971540.414,80191.48,1,0,0,0,False,False
Matapel Chemicals Sample,2024-07-01,Colorants,Organic Pigments,Bandung WH,265.14,19319685.9372,72865.98,1,0,0,0,False,False
Matapel Chemicals Sample,2024-07-01,Colorants,Organic Pigments,Jakarta WH,4888.81,371210276.5860001,75930.6,1,0,0,0,False,False
Matapel Chemicals Sample,2024-07-01,Colorants,Organic Pigments,Surabaya WH,6699.2,419628575.5555999,70736.38,2,0,0,0,False,False
Matapel Chemicals Sample,2024-07-01,Solvents,Solvents,Bandung WH,2773.39,146804768.0887,52933.33,1,0,0,0,False,False
Matapel Chemicals Sample,2024-07-01,Solvents,Solvents,Jakarta WH,9106.44,535125099.2925001,52954.675,2,0,0,0,False,False
Matapel Chemicals Sample,2024-07-01,Solvents,Solvents,Surabaya WH,14816.91,1223640584.4545999,82584.06,1,0,0,0,True,False
Matapel Chemicals Sample,2024-08-01,Specialty Chemicals,Additives,Jakarta WH,8645.7,470343611.6766,55260.549999999996,3,0,0,0,False,False
Matapel Chemicals Sample,2024-08-01,Specialty Chemicals,Additives,Surabaya WH,5764.97,380539731.7809,66008.97,1,0,0,0,False,False
Matapel Chemicals Sample,2024-08-01,Binders,Industrial Resins,Bandung WH,7393.5599999999995,309646558.9764,57388.635,2,0,0,0,False,False
Matapel Chemicals Sample,2024-08-01,Binders,Industrial Resins,Jakarta WH,6777.59,353381848.2025,52139.75,1,0,0,0,False,False
Matapel Chemicals Sample,2024-08-01,Binders,Industrial Resins,Surabaya WH,3274.92,147597205.734,45068.95,1,0,0,0,False,False
Matapel Chemicals Sample,2024-08-01,Colorants,Inorganic Pigments,Bandung WH,8492.3,363274700.088,61666.600000000006,2,0,0,0,False,False
Matapel Chemicals Sample,2024-08-01,Colorants,Inorganic Pigments,Jakarta WH,7241.8,572664598.1880001,79077.66,1,0,0,0,False,False
Matapel Chemicals Sample,2024-08-01,Colorants,Inorganic Pigments,Surabaya WH,5702.98,433556108.73539996,76022.73,1,0,0,0,False,False
Matapel Chemicals Sample,2024-08-01,Colorants,Organic Pigments,Bandung WH,6686.78,428254572.36829996,71009.525,2,0,0,0,False,False
Matapel Chemicals Sample,2024-08-01,Colorants,Organic Pigments,Jakarta WH,5181.49,424506832.86439997,81927.56,1,0,0,0,False,False
Matapel Chemicals Sample,2024-08-01,Colorants,Organic Pigments,Surabaya WH,-50.0,-3561430.5,71228.61,1,1,0,1,False,False
Matapel Chemicals Sample,2024-08-01,Solvents,Solvents,Jakarta WH,2416.67,88815135.83680001,36751.04,1,0,0,0,False,False
Matapel Chemicals Sample,2024-08-01,Solvents,Solvents,Surabaya WH,23445.899999999998,1809047707.055,67714.87333333334,3,0,0,0,True,False
Matapel Chemicals Sample,2024-09-01,Specialty Chemicals,Additives,Bandung WH,5902.42,408001122.99960005,69124.38,1,0,0,0,False,False
Matapel Chemicals Sample,2024-09-01,Specialty Chemicals,Additives,Jakarta WH,7148.780000000001,400645034.4166,53803.424999999996,2,0,0,0,False,False
Matapel Chemicals Sample,2024-09-01,Specialty Chemicals,Additives,Surabaya WH,2103.29,125078092.16070001,59467.83,1,0,0,0,False,False
Matapel Chemicals Sample,2024-09-01,Binders,Industrial Resins,Bandung WH,8741.71,526440983.87240005,70815.565,2,0,0,0,False,False
Matapel Chemicals Sample,2024-09-01,Binders,Industrial Resins,Jakarta WH,3648.56,173727789.7664,47615.44,1,0,0,0,False,False
Matapel Chemicals Sample,2024-09-01,Binders,Industrial Resins,Surabaya WH,5812.7,171686755.423,29536.49,1,0,0,0,False,False
Matapel Chemicals Sample,2024-09-01,Colorants,Inorganic Pigments,Bandung WH,8009.91,645703595.7219,80613.09,1,0,0,0,False,False
Matapel Chemicals Sample,2024-09-01,Colorants,Inorganic Pigments,Jakarta WH,6426.08,161009804.1344,25055.68,1,0,0,0,False,False
Matapel Chemicals Sample,2024-09-01,Colorants,Inorganic Pigments,Surabaya WH,8371.01,703386444.229,88598.16500000001,2,0,0,0,False,False
Matapel Chemicals Sample,2024-09-01,Colorants,Organic Pigments,Bandung WH,9298.6,589699066.3596001,63075.149999999994,2,0,0,0,False,False
Matapel Chemicals Sample,2024-09-01,Colorants,Organic Pigments,Jakarta WH,1814.41,157608597.6413,86864.93,1,0,0,0,False,False
Matapel Chemicals Sample,2024-09-01,Colorants,Organic Pigments,Surabaya WH,49.01,3644618.3578999997,74364.79,1,0,0,0,False,False
Matapel Chemicals Sample,2024-09-01,Solvents,Solvents,Bandung WH,1812.71,64053340.492800005,35335.68,1,0,0,0,False,False
Matapel Chemicals Sample,2024-09-01,Solvents,Solvents,Jakarta WH,9027.14,593429081.0165,62613.604999999996,2,0,0,0,False,False
Matapel Chemicals Sample,2024-09-01,Solvents,Solvents,Surabaya WH,16394.13,1323442866.6819003,80726.63,1,0,0,0,True,False
Matapel Chemicals Sample,2024-10-01,Specialty Chemicals,Additives,Bandung WH,6416.53,322210269.13839996,51778.68,2,0,0,0,False,False
Matapel Chemicals Sample,2024-10-01,Specialty Chemicals,Additives,Jakarta WH,9031.56,620658281.9291999,67254.26,2,0,0,0,False,False
Matapel Chemicals Sample,2024-10-01,Binders,Industrial Resins,Bandung WH,5016.95,136232367.419,27154.42,1,0,0,0,False,False
Matapel Chemicals Sample,2024-10-01,Binders,Industrial Resins,Jakarta WH,9093.61,585364960.1021,70963.79,2,0,0,0,False,False
Matapel Chemicals Sample,2024-10-01,Binders,Industrial Resins,Surabaya WH,3048.37,142039318.37289998,46595.17,1,0,0,0,False,False
Matapel Chemicals Sample,2024-10-01,Colorants,Inorganic Pigments,Bandung WH,9523.05,794865649.9552,88737.79999999999,2,0,0,0,True,False
Matapel Chemicals Sample,2024-10-01,Colorants,Inorganic Pigments,Jakarta WH,7936.75,616305145.94,77652.08,1,0,0,0,False,False
Matapel Chemicals Sample,2024-10-01,Colorants,Inorganic Pigments,Surabaya WH,6718.66,175021966.4258,26050.13,1,0,0,0,False,False
Matapel Chemicals Sample,2024-10-01,Colorants,Organic Pigments,Bandung WH,206.93,14818232.468400002,71609.88,1,0,0,0,False,False
Matapel Chemicals Sample,2024-10-01,Colorants,Organic Pigments,Jakarta WH,4365.8099999999995,239212919.12669998,69082.89499999999,2,0,0,0,False,False
Matapel Chemicals Sample,2024-10-01,Colorants,Organic Pigments,Surabaya WH,4654.68,357797199.00360006,76868.27,1,0,0,0,False,False
Matapel Chemicals Sample,2024-10-01,Solvents,Solvents,Bandung WH,6031.62,420521409.9576,69719.48,1,0,0,0,False,False
Matapel Chemicals Sample,2024-10-01,Solvents,Solvents,Jakarta WH,19444.260000000002,1462490815.0386,58030.003333333334,3,0,0,0,True,False
Matapel Chemicals Sample,2024-11-01,Specialty Chemicals,Additives,Bandung WH,13287.26,872395599.0438,59719.993333333325,3,0,0,0,True,False
Matapel Chemicals Sample,2024-11-01,Specialty Chemicals,Additives,Jakarta WH,1439.47,86112780.44319999,59822.56,1,0,0,0,False,False
Matapel Chemicals Sample,2024-11-01,Binders,Industrial Resins,Bandung WH,6179.18,216202346.63070002,36940.875,2,0,0,0,False,False
Matapel Chemicals Sample,2024-11-01,Binders,Industrial Resins,Jakarta WH,7938.89,461005604.62810004,71804.69,2,0,0,0,False,False
Matapel Chemicals Sample,2024-11-01,Colorants,Inorganic Pigments,Bandung WH,15335.09,872115830.3317001,66994.39666666667,3,0,0,0,True,False
Matapel Chemicals Sample,2024-11-01,Colorants,Inorganic Pigments,Surabaya WH,7221.1,569972760.1270001,78931.57,1,0,0,0,False,False
Matapel Chemicals Sample,2024-11-01,Colorants,Organic Pigments,Bandung WH,-50.0,-3760166.5,75203.33,1,1,0,1,False,False
Matapel Chemicals Sample,2024-11-01,Colorants,Organic Pigments,Jakarta WH,4221.91,213315126.96339998,50525.74,1,0,0,0,False,False
Matapel Chemicals Sample,2024-11-01,Colorants,Organic Pigments,Surabaya WH,6121.56,468424089.35370004,81460.045,2,0,0,0,False,False
Matapel Chemicals Sample,2024-11-01,Solvents,Solvents,Bandung WH,9247.7,570463016.9311,58798.534999999996,2,0,0,0,False,False
Matapel Chemicals Sample,2024-11-01,Solvents,Solvents,Jakarta WH,16167.85,1244546591.189,59648.49,2,0,0,0,True,False
Matapel Chemicals Sample,2024-12-01,Specialty Chemicals,Additives,Bandung WH,1497.26,89618946.478,59855.3,1,0,0,0,False,False
Matapel Chemicals Sample,2024-12-01,Specialty Chemicals,Additives,Surabaya WH,13148.3,858809483.482,57308.75666666666,3,0,0,0,True,False
Matapel Chemicals Sample,2024-12-01,Binders,Industrial Resins,Bandung WH,11093.900000000001,494533769.3895,40434.065,2,0,0,0,False,False
Matapel Chemicals Sample,2024-12-01,Binders,Industrial Resins,Surabaya WH,4404.2300000000005,257688258.1533,69837.6,2,0,0,0,False,False
Matapel Chemicals Sample,2024-12-01,Colorants,Inorganic Pigments,Bandung WH,-50.0,-4632423.5,92648.47,1,1,0,1,False,False
Matapel Chemicals Sample,2024-12-01,Colorants,Inorganic Pigments,Jakarta WH,15548.89,835693654.7959001,51738.130000000005,2,0,0,0,True,False
Matapel Chemicals Sample,2024-12-01,Colorants,Inorganic Pigments,Surabaya WH,7066.76,524555701.3360001,74228.6,1,0,0,0,False,False
Matapel Chemicals Sample,2024-12-01,Colorants,Organic Pigments,Bandung WH,1307.8,103726755.57,79933.05,2,0,0,0,False,False
Matapel Chemicals Sample,2024-12-01,Colorants,Organic Pigments,Jakarta WH,4973.8,261614120.872,52598.44,1,0,0,0,False,False
Matapel Chemicals Sample,2024-12-01,Colorants,Organic Pigments,Surabaya WH,6033.35,494436833.5105001,81950.63,1,0,0,0,False,False
Matapel Chemicals Sample,2024-12-01,Solvents,Solvents,Bandung WH,14045.61,1155891200.0355,82295.55,1,0,0,0,True,False
Matapel Chemicals Sample,2024-12-01,Solvents,Solvents,Jakarta WH,7533.94,531812386.5872,70588.88,1,0,0,0,False,False
Matapel Chemicals Sample,2024-12-01,Solvents,Solvents,Surabaya WH,3007.46,131657329.03279999,43809.78999999999,2,0,0,0,False,False
Matapel Chemicals Sample,2025-01-01,Specialty Chemicals,Additives,Jakarta WH,11336.07,671142815.4083,49321.26,3,0,0,0,False,False
Matapel Chemicals Sample,2025-01-01,Specialty Chemicals,Additives,Surabaya WH,3720.69,311459964.4863,83710.27,1,0,0,0,False,False
Matapel Chemicals Sample,2025-01-01,Binders,Industrial Resins,Bandung WH,7468.14,393964399.61520004,52752.68,1,0,0,0,False,False
Matapel Chemicals Sample,2025-01-01,Binders,Industrial Resins,Jakarta WH,1525.01,134795588.14970002,88389.97,1,0,0,0,False,False
Matapel Chemicals Sample,2025-01-01,Binders,Industrial Resins,Surabaya WH,6808.8099999999995,246966483.39999998,37972.479999999996,2,0,0,0,False,False
Matapel Chemicals Sample,2025-01-01,Colorants,Inorganic Pigments,Bandung WH,6664.1,508388794.929,76287.69,1,0,0,0,False,False
Matapel Chemicals Sample,2025-01-01,Colorants,Inorganic Pigments,Surabaya WH,14595.52,794704486.881,67591.88333333333,3,1,0,1,True,False
Matapel Chemicals Sample,2025-01-01,Colorants,Organic Pigments,Bandung WH,1158.56,96934398.08,83668.0,1,0,0,0,False,False
Matapel Chemicals Sample,2025-01-01,Colorants,Organic Pigments,Jakarta WH,5658.42,458155703.6328,80968.84,1,0,0,0,False,False
Matapel Chemicals Sample,2025-01-01,Colorants,Organic Pigments,Surabaya WH,4327.53,240562163.20589998,61406.295,2,0,0,0,False,False
Matapel Chemicals Sample,2025-01-01,Solvents,Solvents,Bandung WH,17687.010000000002,1270630256.2086,56244.44,3,0,0,0,True,False
Matapel Chemicals Sample,2025-01-01,Solvents,Solvents,Surabaya WH,7343.41,490167770.8494,66749.34,1,0,0,0,False,False
Matapel Chemicals Sample,2025-02-01,Specialty Chemicals,Additives,Bandung WH,2867.01,64033865.58720001,22334.72,1,0,0,0,False,False
Matapel Chemicals Sample,2025-02-01,Specialty Chemicals,Additives,Jakarta WH,1074.94,62911583.709800005,58525.67,1,0,0,0,False,False
Matapel Chemicals Sample,2025-02-01,Specialty Chemicals,Additives,Surabaya WH,10302.26,754535962.9798,75395.27,2,0,0,0,True,False
Matapel Chemicals Sample,2025-02-01,Binders,Industrial Resins,Bandung WH,1456.54,134732484.37960002,92501.74,1,0,0,0,False,False
Matapel Chemicals Sample,2025-02-01,Binders,Industrial Resins,Jakarta WH,3656.64,171309086.33279997,46848.77,1,0,0,0,False,False
Matapel Chemicals Sample,2025-02-01,Binders,Industrial Resins,Surabaya WH,11828.68,514986876.421,40472.2,2,0,0,0,False,False
Matapel Chemicals Sample,2025-02-01,Colorants,Inorganic Pigments,Bandung WH,15751.880000000001,802782923.4211,64043.043333333335,3,1,0,1,True,False
Matapel Chemicals Sample,2025-02-01,Colorants,Inorganic Pigments,Surabaya WH,6569.53,508770090.0623,77443.91,1,0,0,0,False,False
Matapel Chemicals Sample,2025-02-01,Colorants,Organic Pigments,Bandung WH,-50.0,-3780383.5,75607.67,1,1,0,1,False,False
Matapel Chemicals Sample,2025-02-01,Colorants,Organic Pigments,Jakarta WH,6065.65,477797376.80649996,78771.01,1,0,0,0,False,False
Matapel Chemicals Sample,2025-02-01,Colorants,Organic Pigments,Surabaya WH,6283.69,343838993.1534,66070.14,2,0,0,0,False,False
Matapel Chemicals Sample,2025-02-01,Solvents,Solvents,Bandung WH,2490.7,132796328.109,53316.87,1,0,0,0,False,False
Matapel Chemicals Sample,2025-02-01,Solvents,Solvents,Jakarta WH,7522.33,521401427.60060006,69313.82,1,0,0,0,False,False
Matapel Chemicals Sample,2025-02-01,Solvents,Solvents,Surabaya WH,14269.59,1175984943.8747,61105.005000000005,2,0,0,0,True,False
Matapel Chemicals Sample,2025-03-01,Specialty Chemicals,Additives,Bandung WH,2737.88,60549174.458,22115.35,1,0,0,0,False,False
Matapel Chemicals Sample,2025-03-01,Specialty Chemicals,Additives,Jakarta WH,6424.55,424037412.41580003,62833.545,2,0,0,0,False,False
Matapel Chemicals Sample,2025-03-01,Specialty Chemicals,Additives,Surabaya WH,3335.42,278643421.6566,83540.73,1,0,0,0,False,False
Matapel Chemicals Sample,2025-03-01,Binders,Industrial Resins,Bandung WH,12161.0,625693600.3318,49968.31,2,0,0,0,False,False
Matapel Chemicals Sample,2025-03-01,Binders,Industrial Resins,Jakarta WH,6052.76,233101778.7816,60223.14,2,0,0,0,False,False
Matapel Chemicals Sample,2025-03-01,Colorants,Inorganic Pigments,Jakarta WH,24385.88,1449341257.6216002,61630.329999999994,3,0,0,0,True,False
Matapel Chemicals Sample,2025-03-01,Colorants,Inorganic Pigments,Surabaya WH,91.37,8930352.1258,97738.34,1,0,0,0,False,False
Matapel Chemicals Sample,2025-03-01,Colorants,Organic Pigments,Bandung WH,13896.48,920492321.3636,73333.46250000001,4,1,0,1,True,False
Matapel Chemicals Sample,2025-03-01,Solvents,Solvents,Bandung WH,8507.89,594665777.862,69895.8,1,0,0,0,False,False
Matapel Chemicals Sample,2025-03-01,Solvents,Solvents,Surabaya WH,18480.4,1374769421.158,57909.87333333333,3,0,0,0,True,False
Matapel Chemicals Sample,2025-04-01,Specialty Chemicals,Additives,Bandung WH,8781.599999999999,460751594.028,46679.835,2,0,0,0,False,False
Matapel Chemicals Sample,2025-04-01,Specialty Chemicals,Additives,Jakarta WH,1245.93,78870533.6622,63302.54,1,0,0,0,False,False
Matapel Chemicals Sample,2025-04-01,Specialty Chemicals,Additives,Surabaya WH,3886.04,318321896.6284,81914.21,1,0,0,0,False,False
Matapel Chemicals Sample,2025-04-01,Binders,Industrial Resins,Bandung WH,3622.05,101562535.5435,28040.07,1,0,0,0,False,False
Matapel Chemicals Sample,2025-04-01,Binders,Industrial Resins,Jakarta WH,8809.05,466356744.79199994,52940.64,1,0,0,0,False,False
Matapel Chemicals Sample,2025-04-01,Binders,Industrial Resins,Surabaya WH,4406.75,216290404.5879,67928.37,2,0,0,0,False,False
Matapel Chemicals Sample,2025-04-01,Colorants,Inorganic Pigments,Bandung WH,7178.87,537216953.0196,74833.08,1,0,0,0,False,False
Matapel Chemicals Sample,2025-04-01,Colorants,Inorganic Pigments,Jakarta WH,6670.27,522883599.24590003,78390.17,1,0,0,0,False,False
Matapel Chemicals Sample,2025-04-01,Colorants,Inorganic Pigments,Surabaya WH,10090.45,252958899.89300004,60776.515,2,1,0,1,False,False
Matapel Chemicals Sample,2025-04-01,Colorants,Organic Pigments,Bandung WH,5462.05,428071454.87700003,78371.94,1,0,0,0,False,False
Matapel Chemicals Sample,2025-04-01,Colorants,Organic Pigments,Jakarta WH,9230.38,530773179.05050004,69468.625,2,0,0,0,False,False
Matapel Chemicals Sample,2025-04-01,Colorants,Organic Pigments,Surabaya WH,-50.0,-3744094.0,74881.88,1,1,0,1,False,False
Matapel Chemicals Sample,2025-04-01,Solvents,Solvents,Jakarta WH,9262.1,633142151.3980001,68358.38,1,0,0,0,False,False
Matapel Chemicals Sample,2025-04-01,Solvents,Solvents,Surabaya WH,17553.36,1292969583.0052001,57038.93666666667,3,0,0,0,True,False
Matapel Chemicals Sample,2025-05-01,Specialty Chemicals,Additives,Bandung WH,6000.42,425176565.17260003,70654.73,2,0,0,0,False,False
Matapel Chemicals Sample,2025-05-01,Specialty Chemicals,Additives,Surabaya WH,7981.280000000001,418141595.5573,46598.465,2,0,0,0,False,False
Matapel Chemicals Sample,2025-05-01,Binders,Industrial Resins,Bandung WH,4494.18,125192259.9954,27856.53,1,0,0,0,False,False
Matapel Chemicals Sample,2025-05-01,Binders,Industrial Resins,Jakarta WH,3903.09,177331429.824,45433.6,1,0,0,0,False,False
Matapel Chemicals Sample,2025-05-01,Binders,Industrial Resins,Surabaya WH,8350.49,451664925.7754,71583.16,2,1,0,1,False,False
Matapel Chemicals Sample,2025-05-01,Colorants,Inorganic Pigments,Bandung WH,8202.72,647574147.8544,78946.27,1,0,0,0,False,False
Matapel Chemicals Sample,2025-05-01,Colorants,Inorganic Pigments,Jakarta WH,11063.97,288445553.31869996,26070.71,1,0,0,0,False,False
Matapel Chemicals Sample,2025-05-01,Colorants,Inorganic Pigments,Surabaya WH,6376.89,492842616.8042,84542.905,2,1,0,1,False,False
Matapel Chemicals Sample,2025-05-01,Colorants,Organic Pigments,Bandung WH,5680.57,457325080.93299997,80506.9,1,0,0,0,False,False
Matapel Chemicals Sample,2025-05-01,Colorants,Organic Pigments,Jakarta WH,8168.83,457783599.4526,69389.33,2,0,0,0,False,False
Matapel Chemicals Sample,2025-05-01,Colorants,Organic Pigments,Surabaya WH,-50.0,-3655148.0000000005,73102.96,1,1,0,1,False,False
Matapel Chemicals Sample,2025-05-01,Solvents,Solvents,Bandung WH,22212.34,1695029384.8442998,74894.295,2,0,0,0,True,False
Matapel Chemicals Sample,2025-05-01,Solvents,Solvents,Surabaya WH,5396.110000000001,259971589.42080003,44269.5,2,0,0,0,False,False
Matapel Chemicals Sample,2025-06-01,Specialty Chemicals,Additives,Bandung WH,7866.63,358684741.4547,42673.965000000004,2,0,0,0,False,False
Matapel Chemicals Sample,2025-06-01,Specialty Chemicals,Additives,Surabaya WH,8834.74,637682480.8281,74137.815,2,0,0,0,False,False
Matapel Chemicals Sample,2025-06-01,Binders,Industrial Resins,Bandung WH,8406.66,435233720.7834,51772.49,1,0,0,0,False,False
Matapel Chemicals Sample,2025-06-01,Binders,Industrial Resins,Jakarta WH,75.0,6588814.5,87850.86,1,0,0,0,False,False
Matapel Chemicals Sample,2025-06-01,Binders,Industrial Resins,Surabaya WH,9636.82,361398022.657,37668.225000000006,2,0,0,0,False,False
Matapel Chemicals Sample,2025-06-01,Colorants,Inorganic Pigments,Jakarta WH,6385.81,524325372.72300005,86401.655,2,0,0,0,False,False
Matapel Chemicals Sample,2025-06-01,Colorants,Inorganic Pigments,Surabaya WH,18452.39,796623636.8266001,49117.165,2,0,0,0,True,False
Matapel Chemicals Sample,2025-06-01,Colorants,Organic Pigments,Bandung WH,6396.900000000001,520582616.15040004,81660.765,2,0,0,0,False,False
Matapel Chemicals Sample,2025-06-01,Colorants,Organic Pigments,Jakarta WH,7685.26,402534164.8736,63349.225,2,1,0,1,False,False
Matapel Chemicals Sample,2025-06-01,Solvents,Solvents,Bandung WH,3729.2,190074377.93199998,50969.21,1,0,0,0,False,False
Matapel Chemicals Sample,2025-06-01,Solvents,Solvents,Jakarta WH,9994.72,682252580.336,68261.3,1,0,0,0,False,False
Matapel Chemicals Sample,2025-06-01,Solvents,Solvents,Surabaya WH,14337.68,1128410478.444,57349.770000000004,2,1,0,1,True,False
Matapel Chemicals Sample,2025-07-01,Specialty Chemicals,Additives,Jakarta WH,8885.24,662135235.7472,75870.48000000001,2,0,0,0,False,False
Matapel Chemicals Sample,2025-07-01,Specialty Chemicals,Additives,Surabaya WH,7369.9400000000005,310162427.3428,40790.365,2,0,0,0,False,False
Matapel Chemicals Sample,2025-07-01,Binders,Industrial Resins,Surabaya WH,15691.26,727640190.9667,54584.067500000005,4,0,0,0,True,False
Matapel Chemicals Sample,2025-07-01,Colorants,Inorganic Pigments,Jakarta WH,11954.25,313469483.8275,26222.43,1,0,0,0,False,False
Matapel Chemicals Sample,2025-07-01,Colorants,Inorganic Pigments,Surabaya WH,12440.619999999999,997827293.9519999,85984.75,3,1,0,1,True,False
Matapel Chemicals Sample,2025-07-01,Colorants,Organic Pigments,Bandung WH,6303.52,497953201.1320001,81752.565,2,1,0,1,False,False
Matapel Chemicals Sample,2025-07-01,Colorants,Organic Pigments,Jakarta WH,7347.11,400450276.3757,64507.815,2,0,0,0,False,False
Matapel Chemicals Sample,2025-07-01,Solvents,Solvents,Bandung WH,3611.03,184725179.0184,42823.29,2,1,0,1,False,False
Matapel Chemicals Sample,2025-07-01,Solvents,Solvents,Jakarta WH,25440.739999999998,2005593110.9345999,77999.75,2,0,0,0,True,False
Matapel Chemicals Sample,2025-08-01,Specialty Chemicals,Additives,Bandung WH,3348.03,81257725.98930001,24270.31,1,0,0,0,False,False
Matapel Chemicals Sample,2025-08-01,Specialty Chemicals,Additives,Jakarta WH,4994.89,296210163.50960004,59302.64,1,0,0,0,False,False
Matapel Chemicals Sample,2025-08-01,Specialty Chemicals,Additives,Surabaya WH,8926.46,652059385.8454001,73925.125,2,0,0,0,False,False
Matapel Chemicals Sample,2025-08-01,Binders,Industrial Resins,Jakarta WH,16446.16,707774944.8636999,53749.615,4,1,0,1,True,False
Matapel Chemicals Sample,2025-08-01,Colorants,Inorganic Pigments,Bandung WH,6291.33,490451451.2376,77956.72,1,0,0,0,False,False
Matapel Chemicals Sample,2025-08-01,Colorants,Inorganic Pigments,Jakarta WH,12287.83,306742820.5862,24963.14,1,0,0,0,False,False
Matapel Chemicals Sample,2025-08-01,Colorants,Inorganic Pigments,Surabaya WH,6804.24,564429897.783,89545.43,2,0,0,0,False,False
Matapel Chemicals Sample,2025-08-01,Colorants,Organic Pigments,Bandung WH,7288.030000000001,381136973.6904,70105.795,2,0,0,0,False,False
Matapel Chemicals Sample,2025-08-01,Colorants,Organic Pigments,Jakarta WH,-50.0,-3735341.5,74706.83,1,1,0,1,False,False
Matapel Chemicals Sample,2025-08-01,Colorants,Organic Pigments,Surabaya WH,6469.74,487197365.65739995,75304.01,1,0,0,0,False,False
Matapel Chemicals Sample,2025-08-01,Solvents,Solvents,Jakarta WH,2639.92,137150417.4008,51952.49,1,0,0,0,False,False
