company,po_number,doc_date,expected_deliv_date,actual_deliv_date,card_name,itms_grp_nam,item_category,parent_code,parent_name,item_code,item_name,quantity,doc_currency,doc_price,doc_rate,exc_rate,price_usd,product_family,product_line,month,purchase_lead_time_days,delivery_delay_days,has_actual_delivery_date,is_late_delivery
Matapel Chemicals Sample,100096,2023-11-09,2023-11-24,2023-11-28,Supplier 006,Pigments,Colorants,PIG-002,Inorganic Pigments,PIG-002-04,Inorganic Pigments Grade 4,3491.33,USD,4.754,15500,15500,4.754,Colorants,Inorganic Pigments,2023-11-01,19,4,True,True
Matapel Chemicals Sample,100097,2024-03-03,2024-04-05,2024-04-10,Supplier 002,Pigments,Colorants,PIG-002,Inorganic Pigments,PIG-002-04,Inorganic Pigments Grade 4,2949.02,USD,4.6198,15500,15500,4.6198,Colorants,Inorganic Pigments,2024-03-01,38,5,True,True
Matapel Chemicals Sample,100098,2024-07-10,2024-08-06,2024-08-06,Supplier 015,Pigments,Colorants,PIG-002,Inorganic Pigments,PIG-002-04,Inorganic Pigments Grade 4,1372.5,USD,4.8902,15500,15500,4.8902,Colorants,Inorganic Pigments,2024-07-01,27,0,True,False
Matapel Chemicals Sample,100099,2024-09-12,2024-10-06,2024-10-06,Supplier 004,Pigments,Colorants,PIG-002,Inorganic Pigments,PIG-002-04,Inorganic Pigments Grade 4,1858.82,USD,4.2132,15500,15500,4.2132,Colorants,Inorganic Pigments,2024-09-01,24,0,True,False
Matapel Chemicals Sample,100100,2024-11-05,2024-11-21,2024-12-08,Supplier 007,Pigments,Colorants,PIG-002,Inorganic Pigments,PIG-002-04,Inorganic Pigments Grade 4,1883.42,USD,4.2942,15500,15500,4.2942,Colorants,Inorganic Pigments,2024-11-01,33,17,True,True
Matapel Chemicals Sample,100101,2025-01-03,2025-01-17,2025-01-24,Supplier 006,Pigments,Colorants,PIG-002,Inorganic Pigments,PIG-002-04,Inorganic Pigments Grade 4,2331.23,USD,4.9084,15500,15500,4.9084,Colorants,Inorganic Pigments,2025-01-01,21,7,True,True
Matapel Chemicals Sample,100102,2025-03-06,2025-04-02,2025-04-11,Supplier 007,Pigments,Colorants,PIG-002,Inorganic Pigments,PIG-002-04,Inorganic Pigments Grade 4,2607.79,USD,4.4471,15500,15500,4.4471,Colorants,Inorganic Pigments,2025-03-01,36,9,True,True
Matapel Chemicals Sample,100103,2025-05-12,2025-06-05,2025-06-06,Supplier 006,Pigments,Colorants,PIG-002,Inorganic Pigments,PIG-002-04,Inorganic Pigments Grade 4,2676.95,USD,4.5976,15500,15500,4.5976,Colorants,Inorganic Pigments,2025-05-01,25,1,True,True
Matapel Chemicals Sample,100104,2025-07-04,2025-07-18,2025-07-30,Supplier 006,Pigments,Colorants,PIG-002,Inorganic Pigments,PIG-002-04,Inorganic Pigments Grade 4,2386.49,USD,4.2598,15500,15500,4.2598,Colorants,Inorganic Pigments,2025-07-01,26,12,True,True
Matapel Chemicals Sample,100105,2025-09-02,2025-09-26,2025-09-27,Supplier 011,Pigments,Colorants,PIG-002,Inorganic Pigments,PIG-002-04,Inorganic Pigments Grade 4,2995.29,USD,4.2688,15500,15500,4.2688,Colorants,Inorganic Pigments,2025-09-01,25,1,True,True
Matapel Chemicals Sample,100106,2025-11-10,2025-12-01,2025-11-30,Supplier 013,Pigments,Colorants,PIG-002,Inorganic Pigments,PIG-002-04,Inorganic Pigments Grade 4,3068.11,USD,4.2917,15500,15500,4.2917,Colorants,Inorganic Pigments,2025-11-01,20,-1,True,False
Matapel Chemicals Sample,100107,2023-01-01,2023-02-01,2023-01-30,Supplier 007,Resins,Binders,RES-001,Industrial Resins,RES-001-01,Industrial Resins Grade 1,3504.33,USD,1.6319,15500,15500,1.6319,Binders,Industrial Resins,2023-01-01,29,-2,True,False
Matapel Chemicals Sample,100108,2023-03-06,2023-03-31,2023-04-02,Supplier 006,Resins,Binders,RES-001,Industrial Resins,RES-001-01,Industrial Resins Grade 1,2080.5,USD,1.4922,15500,15500,1.4922,Binders,Industrial Resins,2023-03-01,27,2,True,True
Matapel Chemicals Sample,100109,2023-11-03,2023-11-17,2023-11-14,Supplier 010,Resins,Binders,RES-001,Industrial Resins,RES-001-01,Industrial Resins Grade 1,1316.69,USD,1.7202,15500,15500,1.7202,Binders,Industrial Resins,2023-11-01,11,-3,True,False
Matapel Chemicals Sample,100110,2024-01-12,2024-02-14,2024-02-15,Supplier 009,Resins,Binders,RES-001,Industrial Resins,RES-001-01,Industrial Resins Grade 1,2961.51,USD,1.6224,15500,15500,1.6224,Binders,Industrial Resins,2024-01-01,34,1,True,True
Matapel Chemicals Sample,100111,2024-03-11,2024-04-06,2024-04-13,Supplier 006,Resins,Binders,RES-001,Industrial Resins,RES-001-01,Industrial Resins Grade 1,2229.24,USD,1.6862,15500,15500,1.6862,Binders,Industrial Resins,2024-03-01,33,7,True,True
Matapel Chemicals Sample,100112,2024-07-11,2024-08-08,2024-08-08,Supplier 007,Resins,Binders,RES-001,Industrial Resins,RES-001-01,Industrial Resins Grade 1,3379.01,USD,1.531,15500,15500,1.531,Binders,Industrial Resins,2024-07-01,28,0,True,False
Matapel Chemicals Sample,100113,2024-11-07,2024-11-24,2024-12-01,Supplier 014,Resins,Binders,RES-001,Industrial Resins,RES-001-01,Industrial Resins Grade 1,2098.94,USD,1.7136,15500,15500,1.7136,Binders,Industrial Resins,2024-11-01,24,7,True,True
Matapel Chemicals Sample,100114,2025-01-01,2025-02-04,2025-02-02,Supplier 002,Resins,Binders,RES-001,Industrial Resins,RES-001-01,Industrial Resins Grade 1,3613.15,USD,1.7377,15500,15500,1.7377,Binders,Industrial Resins,2025-01-01,32,-2,True,False
Matapel Chemicals Sample,100115,2025-07-10,2025-08-06,2025-08-11,Supplier 005,Resins,Binders,RES-001,Industrial Resins,RES-001-01,Industrial Resins Grade 1,3989.99,USD,1.5645,15500,15500,1.5645,Binders,Industrial Resins,2025-07-01,32,5,True,True
Matapel Chemicals Sample,100116,2025-09-07,2025-10-04,2025-10-18,Supplier 013,Resins,Binders,RES-001,Industrial Resins,RES-001-01,Industrial Resins Grade 1,2297.39,USD,1.6128,15500,15500,1.6128,Binders,Industrial Resins,2025-09-01,41,14,True,True
Matapel Chemicals Sample,100117,2025-11-05,2025-11-19,2025-11-12,Supplier 006,Resins,Binders,RES-001,Industrial Resins,RES-001-01,Industrial Resins Grade 1,2935.19,USD,1.6989,15500,15500,1.6989,Binders,Industrial Resins,2025-11-01,7,-7,True,False
Matapel Chemicals Sample,100118,2023-01-05,2023-01-26,2023-01-30,Supplier 006,Resins,Binders,RES-001,Industrial Resins,RES-001-02,Industrial Resins Grade 2,1814.12,USD,2.9362,15500,15500,2.9362,Binders,Industrial Resins,2023-01-01,25,4,True,True
Matapel Chemicals Sample,100119,2023-03-01,2023-03-26,2023-03-28,Supplier 002,Resins,Binders,RES-001,Industrial Resins,RES-001-02,Industrial Resins Grade 2,2020.94,USD,3.2167,15500,15500,3.2167,Binders,Industrial Resins,2023-03-01,27,2,True,True
Matapel Chemicals Sample,100120,2023-05-01,2023-05-24,2023-05-26,Supplier 015,Resins,Binders,RES-001,Industrial Resins,RES-001-02,Industrial Resins Grade 2,1915.63,USD,3.2758,15500,15500,3.2758,Binders,Industrial Resins,2023-05-01,25,2,True,True
Matapel Chemicals Sample,100121,2023-07-06,2023-07-20,2023-07-21,Supplier 006,Resins,Binders,RES-001,Industrial Resins,RES-001-02,Industrial Resins Grade 2,1527.8,USD,2.8893,15500,15500,2.8893,Binders,Industrial Resins,2023-07-01,15,1,True,True
Matapel Chemicals Sample,100122,2023-09-12,2023-10-11,2023-10-20,Supplier 010,Resins,Binders,RES-001,Industrial Resins,RES-001-02,Industrial Resins Grade 2,3610.18,USD,3.0834,15500,15500,3.0834,Binders,Industrial Resins,2023-09-01,38,9,True,True
Matapel Chemicals Sample,100123,2023-11-01,2023-12-03,2023-12-03,Supplier 015,Resins,Binders,RES-001,Industrial Resins,RES-001-02,Industrial Resins Grade 2,4078.32,USD,2.7976,15500,15500,2.7976,Binders,Industrial Resins,2023-11-01,32,0,True,False
Matapel Chemicals Sample,100124,2024-05-03,2024-05-31,2024-06-02,Supplier 012,Resins,Binders,RES-001,Industrial Resins,RES-001-02,Industrial Resins Grade 2,2944.99,USD,2.8472,15500,15500,2.8472,Binders,Industrial Resins,2024-05-01,30,2,True,True
Matapel Chemicals Sample,100125,2024-07-09,2024-08-12,2024-08-13,Supplier 004,Resins,Binders,RES-001,Industrial Resins,RES-001-02,Industrial Resins Grade 2,801.09,USD,2.8572,15500,15500,2.8572,Binders,Industrial Resins,2024-07-01,35,1,True,True
Matapel Chemicals Sample,100126,2024-09-08,2024-10-02,2024-10-01,Supplier 009,Resins,Binders,RES-001,Industrial Resins,RES-001-02,Industrial Resins Grade 2,2174.9,USD,2.8166,15500,15500,2.8166,Binders,Industrial Resins,2024-09-01,23,-1,True,False
Matapel Chemicals Sample,100127,2024-11-09,2024-11-29,2024-12-09,Supplier 004,Resins,Binders,RES-001,Industrial Resins,RES-001-02,Industrial Resins Grade 2,3018.29,USD,3.287,15500,15500,3.287,Binders,Industrial Resins,2024-11-01,30,10,True,True
Matapel Chemicals Sample,100128,2025-01-11,2025-01-26,2025-01-17,Supplier 005,Resins,Binders,RES-001,Industrial Resins,RES-001-02,Industrial Resins Grade 2,1422.78,USD,2.9478,15500,15500,2.9478,Binders,Industrial Resins,2025-01-01,6,-9,True,False
Matapel Chemicals Sample,100129,2025-03-05,2025-04-08,2025-04-09,Supplier 009,Resins,Binders,RES-001,Industrial Resins,RES-001-02,Industrial Resins Grade 2,3057.06,USD,2.8281,15500,15500,2.8281,Binders,Industrial Resins,2025-03-01,35,1,True,True
Matapel Chemicals Sample,100130,2025-09-11,2025-09-27,2025-09-15,Supplier 004,Resins,Binders,RES-001,Industrial Resins,RES-001-02,Industrial Resins Grade 2,2957.93,USD,3.2169,15500,15500,3.2169,Binders,Industrial Resins,2025-09-01,4,-12,True,False
Matapel Chemicals Sample,100131,2025-11-09,2025-12-05,2025-12-02,Supplier 015,Resins,Binders,RES-001,Industrial Resins,RES-001-02,Industrial Resins Grade 2,4743.57,USD,3.2795,15500,15500,3.2795,Binders,Industrial Resins,2025-11-01,23,-3,True,False
Matapel Chemicals Sample,100132,2023-01-11,2023-02-04,2023-02-04,Supplier 011,Resins,Binders,RES-001,Industrial Resins,RES-001-03,Industrial Resins Grade 3,3238.92,USD,2.9424,15500,15500,2.9424,Binders,Industrial Resins,2023-01-01,24,0,True,False
Matapel Chemicals Sample,100133,2023-03-01,2023-04-04,2023-04-07,Supplier 002,Resins,Binders,RES-001,Industrial Resins,RES-001-03,Industrial Resins Grade 3,2380.61,USD,2.6178,15500,15500,2.6178,Binders,Industrial Resins,2023-03-01,37,3,True,True
Matapel Chemicals Sample,100134,2023-05-09,2023-05-28,2023-06-05,Supplier 007,Resins,Binders,RES-001,Industrial Resins,RES-001-03,Industrial Resins Grade 3,1924.45,USD,2.7918,15500,15500,2.7918,Binders,Industrial Resins,2023-05-01,27,8,True,True
Matapel Chemicals Sample,100135,2023-07-06,2023-07-22,2023-07-24,Supplier 006,Resins,Binders,RES-001,Industrial Resins,RES-001-03,Industrial Resins Grade 3,1903.84,USD,2.4893,15500,15500,2.4893,Binders,Industrial Resins,2023-07-01,18,2,True,True
Matapel Chemicals Sample,100136,2023-09-11,2023-10-06,2023-10-09,Supplier 011,Resins,Binders,RES-001,Industrial Resins,RES-001-03,Industrial Resins Grade 3,3497.94,USD,2.5186,15500,15500,2.5186,Binders,Industrial Resins,2023-09-01,28,3,True,True
Matapel Chemicals Sample,100137,2023-11-06,2023-11-27,2023-11-27,Supplier 008,Resins,Binders,RES-001,Industrial Resins,RES-001-03,Industrial Resins Grade 3,2770.78,USD,2.6199,15500,15500,2.6199,Binders,Industrial Resins,2023-11-01,21,0,True,False
Matapel Chemicals Sample,100138,2024-01-01,2024-02-04,2024-02-02,Supplier 005,Resins,Binders,RES-001,Industrial Resins,RES-001-03,Industrial Resins Grade 3,2596.13,USD,2.7166,15500,15500,2.7166,Binders,Industrial Resins,2024-01-01,32,-2,True,False
Matapel Chemicals Sample,100139,2024-03-12,2024-04-11,2024-04-15,Supplier 008,Resins,Binders,RES-001,Industrial Resins,RES-001-03,Industrial Resins Grade 3,1994.09,USD,2.6658,15500,15500,2.6658,Binders,Industrial Resins,2024-03-01,34,4,True,True
Matapel Chemicals Sample,100140,2024-05-02,2024-06-01,2024-06-08,Supplier 012,Resins,Binders,RES-001,Industrial Resins,RES-001-03,Industrial Resins Grade 3,2399.88,USD,2.7086,15500,15500,2.7086,Binders,Industrial Resins,2024-05-01,37,7,True,True
Matapel Chemicals Sample,100141,2024-07-05,2024-07-28,2024-07-28,Supplier 010,Resins,Binders,RES-001,Industrial Resins,RES-001-03,Industrial Resins Grade 3,2367.48,USD,2.9258,15500,15500,2.9258,Binders,Industrial Resins,2024-07-01,23,0,True,False
Matapel Chemicals Sample,100142,2024-09-09,2024-10-04,2024-10-07,Supplier 013,Resins,Binders,RES-001,Industrial Resins,RES-001-03,Industrial Resins Grade 3,2089.2,USD,2.7017,15500,15500,2.7017,Binders,Industrial Resins,2024-09-01,28,3,True,True
Matapel Chemicals Sample,100143,2025-01-07,2025-01-29,2025-01-27,Supplier 004,Resins,Binders,RES-001,Industrial Resins,RES-001-03,Industrial Resins Grade 3,1029.63,USD,2.7434,15500,15500,2.7434,Binders,Industrial Resins,2025-01-01,20,-2,True,False
Matapel Chemicals Sample,100144,2025-05-07,2025-06-10,2025-06-11,Supplier 009,Resins,Binders,RES-001,Industrial Resins,RES-001-03,Industrial Resins Grade 3,3132.9,USD,2.7075,15500,15500,2.7075,Binders,Industrial Resins,2025-05-01,35,1,True,True
Matapel Chemicals Sample,100145,2025-07-01,2025-07-24,2025-07-28,Supplier 004,Resins,Binders,RES-001,Industrial Resins,RES-001-03,Industrial Resins Grade 3,2080.05,USD,2.576,15500,15500,2.576,Binders,Industrial Resins,2025-07-01,27,4,True,True
Matapel Chemicals Sample,100146,2025-09-10,2025-10-03,2025-09-27,Supplier 007,Resins,Binders,RES-001,Industrial Resins,RES-001-03,Industrial Resins Grade 3,3741.89,USD,2.49,15500,15500,2.49,Binders,Industrial Resins,2025-09-01,17,-6,True,False
Matapel Chemicals Sample,100147,2023-01-12,2023-02-07,2023-02-07,Supplier 008,Resins,Binders,RES-001,Industrial Resins,RES-001-04,Industrial Resins Grade 4,2177.93,USD,5.1317,15500,15500,5.1317,Binders,Industrial Resins,2023-01-01,26,0,True,False
Matapel Chemicals Sample,100148,2023-03-05,2023-03-19,2023-03-22,Supplier 007,Resins,Binders,RES-001,Industrial Resins,RES-001-04,Industrial Resins Grade 4,3048.0,USD,5.1958,15500,15500,5.1958,Binders,Industrial Resins,2023-03-01,17,3,True,True
Matapel Chemicals Sample,100149,2023-05-09,2023-06-04,2023-06-04,Supplier 003,Resins,Binders,RES-001,Industrial Resins,RES-001-04,Industrial Resins Grade 4,2813.05,USD,4.993,15500,15500,4.993,Binders,Industrial Resins,2023-05-01,26,0,True,False
Matapel Chemicals Sample,100150,2023-07-11,2023-08-13,2023-08-16,Supplier 007,Resins,Binders,RES-001,Industrial Resins,RES-001-04,Industrial Resins Grade 4,3512.75,USD,4.7533,15500,15500,4.7533,Binders,Industrial Resins,2023-07-01,36,3,True,True
Matapel Chemicals Sample,100151,2023-09-09,2023-09-28,2023-09-28,Supplier 015,Resins,Binders,RES-001,Industrial Resins,RES-001-04,Industrial Resins Grade 4,2418.21,USD,4.731,15500,15500,4.731,Binders,Industrial Resins,2023-09-01,19,0,True,False
Matapel Chemicals Sample,100152,2024-05-09,2024-05-29,2024-05-26,Supplier 011,Resins,Binders,RES-001,Industrial Resins,RES-001-04,Industrial Resins Grade 4,1551.94,USD,5.5334,15500,15500,5.5334,Binders,Industrial Resins,2024-05-01,17,-3,True,False
Matapel Chemicals Sample,100153,2024-07-05,2024-07-29,2024-07-24,Supplier 015,Resins,Binders,RES-001,Industrial Resins,RES-001-04,Industrial Resins Grade 4,2489.0,USD,5.6178,15500,15500,5.6178,Binders,Industrial Resins,2024-07-01,19,-5,True,False
Matapel Chemicals Sample,100154,2024-09-03,2024-09-17,2024-09-16,Supplier 008,Resins,Binders,RES-001,Industrial Resins,RES-001-04,Industrial Resins Grade 4,3097.34,USD,5.3131,15500,15500,5.3131,Binders,Industrial Resins,2024-09-01,13,-1,True,False
Matapel Chemicals Sample,100155,2024-11-02,2024-11-21,2024-11-30,Supplier 008,Resins,Binders,RES-001,Industrial Resins,RES-001-04,Industrial Resins Grade 4,2080.1,USD,5.0542,15500,15500,5.0542,Binders,Industrial Resins,2024-11-01,28,9,True,True
Matapel Chemicals Sample,100156,2025-01-10,2025-01-30,2025-01-30,Supplier 015,Resins,Binders,RES-001,Industrial Resins,RES-001-04,Industrial Resins Grade 4,2367.27,USD,5.2706,15500,15500,5.2706,Binders,Industrial Resins,2025-01-01,20,0,True,False
Matapel Chemicals Sample,100157,2025-03-01,2025-03-26,2025-03-26,Supplier 007,Resins,Binders,RES-001,Industrial Resins,RES-001-04,Industrial Resins Grade 4,3322.45,USD,5.1478,15500,15500,5.1478,Binders,Industrial Resins,2025-03-01,25,0,True,False
Matapel Chemicals Sample,100158,2025-05-04,2025-05-30,2025-05-30,Supplier 004,Resins,Binders,RES-001,Industrial Resins,RES-001-04,Industrial Resins Grade 4,2691.73,USD,5.4694,15500,15500,5.4694,Binders,Industrial Resins,2025-05-01,26,0,True,False
Matapel Chemicals Sample,100159,2025-09-05,2025-10-01,2025-10-11,Supplier 007,Resins,Binders,RES-001,Industrial Resins,RES-001-04,Industrial Resins Grade 4,2387.89,USD,5.3905,15500,15500,5.3905,Binders,Industrial Resins,2025-09-01,36,10,True,True
Matapel Chemicals Sample,100160,2023-01-04,2023-02-01,2023-02-01,Supplier 002,Solvents,Solvents,SOL-001,Solvents,SOL-001-01,Solvents Grade 1,2526.89,USD,3.7748,15500,15500,3.7748,Solvents,Solvents,2023-01-01,28,0,True,False
Matapel Chemicals Sample,100161,2023-03-03,2023-03-29,2023-04-06,Supplier 001,Solvents,Solvents,SOL-001,Solvents,SOL-001-01,Solvents Grade 1,2393.76,USD,4.1276,15500,15500,4.1276,Solvents,Solvents,2023-03-01,34,8,True,True
Matapel Chemicals Sample,100162,2023-05-09,2023-06-10,2023-06-12,Supplier 001,Solvents,Solvents,SOL-001,Solvents,SOL-001-01,Solvents Grade 1,1473.96,USD,3.5871,15500,15500,3.5871,Solvents,Solvents,2023-05-01,34,2,True,True
Matapel Chemicals Sample,100163,2023-11-11,2023-11-26,2023-11-24,Supplier 002,Solvents,Solvents,SOL-001,Solvents,SOL-001-01,Solvents Grade 1,1284.48,USD,4.0273,15500,15500,4.0273,Solvents,Solvents,2023-11-01,13,-2,True,False
Matapel Chemicals Sample,100164,2024-03-04,2024-04-02,2024-04-08,Supplier 011,Solvents,Solvents,SOL-001,Solvents,SOL-001-01,Solvents Grade 1,3259.12,USD,3.783,15500,15500,3.783,Solvents,Solvents,2024-03-01,35,6,True,True
Matapel Chemicals Sample,100165,2024-05-06,2024-06-08,2024-05-27,Supplier 012,Solvents,Solvents,SOL-001,Solvents,SOL-001-01,Solvents Grade 1,2258.47,USD,3.8426,15500,15500,3.8426,Solvents,Solvents,2024-05-01,21,-12,True,False
Matapel Chemicals Sample,100166,2024-07-12,2024-08-02,2024-08-10,Supplier 006,Solvents,Solvents,SOL-001,Solvents,SOL-001-01,Solvents Grade 1,3682.43,USD,4.0373,15500,15500,4.0373,Solvents,Solvents,2024-07-01,29,8,True,True
Matapel Chemicals Sample,100167,2024-09-01,2024-09-25,2024-09-19,Supplier 012,Solvents,Solvents,SOL-001,Solvents,SOL-001-01,Solvents Grade 1,1454.67,USD,3.6734,15500,15500,3.6734,Solvents,Solvents,2024-09-01,18,-6,True,False
Matapel Chemicals Sample,100168,2024-11-12,2024-12-07,2024-12-12,Supplier 001,Solvents,Solvents,SOL-001,Solvents,SOL-001-01,Solvents Grade 1,1632.58,USD,4.0296,15500,15500,4.0296,Solvents,Solvents,2024-11-01,30,5,True,True
Matapel Chemicals Sample,100169,2025-01-01,2025-01-19,2025-01-27,Supplier 012,Solvents,Solvents,SOL-001,Solvents,SOL-001-01,Solvents Grade 1,2150.81,USD,3.5784,15500,15500,3.5784,Solvents,Solvents,2025-01-01,26,8,True,True
Matapel Chemicals Sample,100170,2025-05-01,2025-05-16,2025-05-23,Supplier 005,Solvents,Solvents,SOL-001,Solvents,SOL-001-01,Solvents Grade 1,2997.84,USD,3.7249,15500,15500,3.7249,Solvents,Solvents,2025-05-01,22,7,True,True
Matapel Chemicals Sample,100171,2025-07-03,2025-07-27,2025-07-17,Supplier 015,Solvents,Solvents,SOL-001,Solvents,SOL-001-01,Solvents Grade 1,2489.42,USD,4.2257,15500,15500,4.2257,Solvents,Solvents,2025-07-01,14,-10,True,False
Matapel Chemicals Sample,100172,2025-09-08,2025-09-27,2025-09-24,Supplier 014,Solvents,Solvents,SOL-001,Solvents,SOL-001-01,Solvents Grade 1,2037.33,USD,4.0479,15500,15500,4.0479,Solvents,Solvents,2025-09-01,16,-3,True,False
Matapel Chemicals Sample,100173,2025-11-09,2025-11-25,2025-11-26,Supplier 009,Solvents,Solvents,SOL-001,Solvents,SOL-001-01,Solvents Grade 1,3483.38,USD,4.0705,15500,15500,4.0705,Solvents,Solvents,2025-11-01,17,1,True,True
Matapel Chemicals Sample,100174,2023-05-11,2023-05-29,2023-06-01,Supplier 003,Solvents,Solvents,SOL-001,Solvents,SOL-001-02,Solvents Grade 2,2348.21,USD,4.9588,15500,15500,4.9588,Solvents,Solvents,2023-05-01,21,3,True,True
Matapel Chemicals Sample,100175,2023-07-05,2023-07-28,2023-07-28,Supplier 013,Solvents,Solvents,SOL-001,Solvents,SOL-001-02,Solvents Grade 2,2216.19,USD,5.0822,15500,15500,5.0822,Solvents,Solvents,2023-07-01,23,0,True,False
Matapel Chemicals Sample,100176,2023-09-12,2023-10-13,2023-10-10,Supplier 010,Solvents,Solvents,SOL-001,Solvents,SOL-001-02,Solvents Grade 2,3654.02,USD,5.0293,15500,15500,5.0293,Solvents,Solvents,2023-09-01,28,-3,True,False
Matapel Chemicals Sample,100177,2023-11-03,2023-11-21,2023-11-28,Supplier 001,Solvents,Solvents,SOL-001,Solvents,SOL-001-02,Solvents Grade 2,1491.52,USD,5.0577,15500,15500,5.0577,Solvents,Solvents,2023-11-01,25,7,True,True
Matapel Chemicals Sample,100178,2024-01-09,2024-01-27,2024-01-26,Supplier 013,Solvents,Solvents,SOL-001,Solvents,SOL-001-02,Solvents Grade 2,299.88,USD,5.115,15500,15500,5.115,Solvents,Solvents,2024-01-01,17,-1,True,False
Matapel Chemicals Sample,100179,2024-07-03,2024-07-31,2024-07-27,Supplier 007,Solvents,Solvents,SOL-001,Solvents,SOL-001-02,Solvents Grade 2,2493.43,USD,4.4678,15500,15500,4.4678,Solvents,Solvents,2024-07-01,24,-4,True,False
Matapel Chemicals Sample,100180,2024-09-03,2024-10-02,2024-10-07,Supplier 006,Solvents,Solvents,SOL-001,Solvents,SOL-001-02,Solvents Grade 2,3453.34,USD,4.8007,15500,15500,4.8007,Solvents,Solvents,2024-09-01,34,5,True,True
Matapel Chemicals Sample,100181,2024-11-06,2024-11-20,2024-11-08,Supplier 001,Solvents,Solvents,SOL-001,Solvents,SOL-001-02,Solvents Grade 2,2347.55,USD,4.7171,15500,15500,4.7171,Solvents,Solvents,2024-11-01,2,-12,True,False
Matapel Chemicals Sample,100182,2025-01-05,2025-02-06,2025-02-11,Supplier 007,Solvents,Solvents,SOL-001,Solvents,SOL-001-02,Solvents Grade 2,3496.15,USD,4.9044,15500,15500,4.9044,Solvents,Solvents,2025-01-01,37,5,True,True
Matapel Chemicals Sample,100183,2025-03-05,2025-04-03,2025-04-03,Supplier 014,Solvents,Solvents,SOL-001,Solvents,SOL-001-02,Solvents Grade 2,3322.08,USD,5.0898,15500,15500,5.0898,Solvents,Solvents,2025-03-01,29,0,True,False
Matapel Chemicals Sample,100184,2025-05-09,2025-05-25,2025-05-23,Supplier 010,Solvents,Solvents,SOL-001,Solvents,SOL-001-02,Solvents Grade 2,3199.01,USD,4.9386,15500,15500,4.9386,Solvents,Solvents,2025-05-01,14,-2,True,False
Matapel Chemicals Sample,100185,2025-07-11,2025-07-27,2025-08-02,Supplier 002,Solvents,Solvents,SOL-001,Solvents,SOL-001-02,Solvents Grade 2,2170.93,USD,4.7519,15500,15500,4.7519,Solvents,Solvents,2025-07-01,22,6,True,True
Matapel Chemicals Sample,100186,2023-01-06,2023-02-02,2023-02-01,Supplier 015,Solvents,Solvents,SOL-001,Solvents,SOL-001-03,Solvents Grade 3,1392.31,USD,2.7999,15500,15500,2.7999,Solvents,Solvents,2023-01-01,26,-1,True,False
Matapel Chemicals Sample,100187,2023-03-03,2023-03-20,2023-03-31,Supplier 007,Solvents,Solvents,SOL-001,Solvents,SOL-001-03,Solvents Grade 3,1911.6,USD,2.9411,15500,15500,2.9411,Solvents,Solvents,2023-03-01,28,11,True,True
Matapel Chemicals Sample,100188,2023-05-01,2023-05-24,2023-05-23,Supplier 002,Solvents,Solvents,SOL-001,Solvents,SOL-001-03,Solvents Grade 3,1905.66,USD,3.2599,15500,15500,3.2599,Solvents,Solvents,2023-05-01,22,-1,True,False
Matapel Chemicals Sample,100189,2023-07-03,2023-07-31,2023-07-31,Supplier 010,Solvents,Solvents,SOL-001,Solvents,SOL-001-03,Solvents Grade 3,2370.28,USD,3.2106,15500,15500,3.2106,Solvents,Solvents,2023-07-01,28,0,True,False
Matapel Chemicals Sample,100190,2023-09-04,2023-09-21,2023-09-22,Supplier 011,Solvents,Solvents,SOL-001,Solvents,SOL-001-03,Solvents Grade 3,3392.32,USD,3.072,15500,15500,3.072,Solvents,Solvents,2023-09-01,18,1,True,True
Matapel Chemicals Sample,100191,2023-11-12,2023-12-08,2023-11-29,Supplier 004,Solvents,Solvents,SOL-001,Solvents,SOL-001-03,Solvents Grade 3,3888.82,USD,3.2668,15500,15500,3.2668,Solvents,Solvents,2023-11-01,17,-9,True,False
Matapel Chemicals Sample,100192,2024-01-08,2024-02-10,2024-02-14,Supplier 010,Solvents,Solvents,SOL-001,Solvents,SOL-001-03,Solvents Grade 3,2974.58,USD,3.2022,15500,15500,3.2022,Solvents,Solvents,2024-01-01,37,4,True,True
Matapel Chemicals Sample,100193,2024-05-04,2024-05-24,2024-05-29,Supplier 014,Solvents,Solvents,SOL-001,Solvents,SOL-001-03,Solvents Grade 3,2533.74,USD,2.9111,15500,15500,2.9111,Solvents,Solvents,2024-05-01,25,5,True,True
Matapel Chemicals Sample,100194,2024-09-04,2024-10-06,2024-10-07,Supplier 002,Solvents,Solvents,SOL-001,Solvents,SOL-001-03,Solvents Grade 3,2767.8,USD,3.0676,15500,15500,3.0676,Solvents,Solvents,2024-09-01,33,1,True,True
Matapel Chemicals Sample,100195,2024-11-08,2024-11-26,2024-12-06,Supplier 014,Solvents,Solvents,SOL-001,Solvents,SOL-001-03,Solvents Grade 3,1752.73,USD,2.9693,15500,15500,2.9693,Solvents,Solvents,2024-11-01,28,10,True,True
Matapel Chemicals Sample,100196,2025-01-05,2025-02-04,2025-02-09,Supplier 011,Solvents,Solvents,SOL-001,Solvents,SOL-001-03,Solvents Grade 3,3763.03,USD,2.97,15500,15500,2.97,Solvents,Solvents,2025-01-01,35,5,True,True
Matapel Chemicals Sample,100197,2025-03-03,2025-03-18,2025-03-21,Supplier 015,Solvents,Solvents,SOL-001,Solvents,SOL-001-03,Solvents Grade 3,2505.89,USD,3.0662,15500,15500,3.0662,Solvents,Solvents,2025-03-01,18,3,True,True
