company,inv_date,cust_name,item_group,item_category,parent_code,parent_name,item_code,item_name,quantity,price_usd,total_usd,price_idr,total_idr,moving_avg_cost,product_family,product_line,month,cogs_idr,gross_profit_idr,gross_margin_pct
Matapel Chemicals Sample,2024-12-09,Customer 029,Resins,Binders,RES-001,Industrial Resins,RES-001-02,Industrial Resins Grade 2,493.46,4.2229,2083.85,65455.39,32299735.37,51937.3,Binders,Industrial Resins,2024-12-01,25628980.058000002,6670755.311999999,0.20652662430775817
Matapel Chemicals Sample,2025-01-21,Customer 024,Resins,Binders,RES-001,Industrial Resins,RES-001-02,Industrial Resins Grade 2,389.14,4.21,1638.28,65255.39,25393323.46,51778.61,Binders,Industrial Resins,2025-01-01,20149128.2954,5244195.1646,0.2065186612087522
Matapel Chemicals Sample,2025-02-18,Customer 001,Resins,Binders,RES-001,Industrial Resins,RES-001-02,Industrial Resins Grade 2,410.67,4.1878,1719.78,64910.5,26656630.48,51504.95,Binders,Industrial Resins,2025-02-01,21151537.8165,5505092.6635,0.2065186996394902
Matapel Chemicals Sample,2025-03-24,Customer 016,Resins,Binders,RES-001,Industrial Resins,RES-001-02,Industrial Resins Grade 2,700.85,4.1849,2933.03,64866.68,45461905.41,51470.18,Binders,Industrial Resins,2025-03-01,36072875.653000005,9389029.756999992,0.2065252142936961
Matapel Chemicals Sample,2025-05-07,Customer 006,Resins,Binders,RES-001,Industrial Resins,RES-001-02,Industrial Resins Grade 2,383.68,4.276,1640.64,66278.21,25429895.28,52590.2,Binders,Industrial Resins,2025-05-01,20177807.936,5252087.3440000005,0.20653200833786525
Matapel Chemicals Sample,2025-06-14,Customer 020,Resins,Binders,RES-001,Industrial Resins,RES-001-02,Industrial Resins Grade 2,421.5,4.549,1917.4,70509.66,29719691.04,55947.75,Binders,Industrial Resins,2025-06-01,23581976.625,6137714.414999999,0.20652012858206345
Matapel Chemicals Sample,2025-07-07,Customer 028,Resins,Binders,RES-001,Industrial Resins,RES-001-02,Industrial Resins Grade 2,718.08,4.2937,3083.23,66552.77,47790036.77,52808.05,Binders,Industrial Resins,2025-07-01,37920404.54400001,9869632.225999996,0.20652070793541671
Matapel Chemicals Sample,2025-08-11,Customer 015,Resins,Binders,RES-001,Industrial Resins,RES-001-02,Industrial Resins Grade 2,636.24,4.1236,2623.57,63915.48,40665279.76,50715.42,Binders,Industrial Resins,2025-08-01,32267178.8208,8398100.939199999,0.20651772196734544
Matapel Chemicals Sample,2025-09-05,Customer 024,Resins,Binders,RES-001,Industrial Resins,RES-001-02,Industrial Resins Grade 2,864.12,4.2303,3655.5,65569.51,56660184.12,52027.85,Binders,Industrial Resins,2025-09-01,44958305.742,11701878.377999999,0.2065273623752566
Matapel Chemicals Sample,2025-10-04,Customer 008,Resins,Binders,RES-001,Industrial Resins,RES-001-02,Industrial Resins Grade 2,691.58,4.2218,2919.68,65437.5,45255062.8,51923.11,Binders,Industrial Resins,2025-10-01,35908984.4138,9346078.386199996,0.20652006224152222
Matapel Chemicals Sample,2025-11-11,Customer 026,Resins,Binders,RES-001,Industrial Resins,RES-001-02,Industrial Resins Grade 2,730.91,4.1942,3065.63,65010.74,47517214.97,51584.49,Binders,Industrial Resins,2025-11-01,37703619.585899994,9813595.384100005,0.20652715842660013
Matapel Chemicals Sample,2023-01-16,Customer 026,Resins,Binders,RES-001,Industrial Resins,RES-001-03,Industrial Resins Grade 3,510.21,4.2741,2180.72,66249.06,33801211.84,49775.67,Binders,Industrial Resins,2023-01-01,25396044.590699997,8405167.249300007,0.24866467181964816
Matapel Chemicals Sample,2023-02-15,Customer 010,Resins,Binders,RES-001,Industrial Resins,RES-001-03,Industrial Resins Grade 3,431.3,4.2482,1832.25,65846.56,28399912.43,49473.25,Binders,Industrial Resins,2023-02-01,21337812.725,7062099.704999998,0.24866624932054407
Matapel Chemicals Sample,2023-03-05,Customer 029,Resins,Binders,RES-001,Industrial Resins,RES-001-03,Industrial Resins Grade 3,392.65,4.2032,1650.38,65149.16,25580832.24,48949.27,Binders,Industrial Resins,2023-03-01,19219930.8655,6360901.374499999,0.24865889095483154
Matapel Chemicals Sample,2023-04-26,Customer 023,Resins,Binders,RES-001,Industrial Resins,RES-001-03,Industrial Resins Grade 3,395.15,4.0715,1608.84,63108.3,24937012.84,47415.89,Binders,Industrial Resins,2023-04-01,18736388.9335,6200623.9065000005,0.24865143015662017
Matapel Chemicals Sample,2023-05-26,Customer 008,Resins,Binders,RES-001,Industrial Resins,RES-001-03,Industrial Resins Grade 3,348.9,3.8586,1346.27,59809.06,20867203.89,44937.03,Binders,Industrial Resins,2023-05-01,15678529.766999999,5188674.123000002,0.24865210261766418
Matapel Chemicals Sample,2023-06-22,Customer 024,Resins,Binders,RES-001,Industrial Resins,RES-001-03,Industrial Resins Grade 3,509.63,4.0027,2039.89,62042.24,31618327.57,46614.91,Binders,Industrial Resins,2023-06-01,23756356.583300002,7861970.986699998,0.24865233524114566
Matapel Chemicals Sample,2023-07-07,Customer 016,Resins,Binders,RES-001,Industrial Resins,RES-001-03,Industrial Resins Grade 3,447.2,4.1497,1855.75,64320.62,28764138.96,48326.75,Binders,Industrial Resins,2023-07-01,21611722.599999998,7152416.360000003,0.24865741227110255
Matapel Chemicals Sample,2023-08-22,Customer 028,Resins,Binders,RES-001,Industrial Resins,RES-001-03,Industrial Resins Grade 3,220.84,4.1725,921.47,64673.92,14282777.07,48592.21,Binders,Industrial Resins,2023-08-01,10731103.6564,3551673.4135999996,0.2486682664157832
Matapel Chemicals Sample,2023-09-02,Customer 030,Resins,Binders,RES-001,Industrial Resins,RES-001-03,Industrial Resins Grade 3,384.21,4.0437,1553.62,62677.18,24081149.89,47091.97,Binders,Industrial Resins,2023-09-01,18093205.7937,5987944.096300002,0.24865690067344215
Matapel Chemicals Sample,2023-10-14,Customer 024,Resins,Binders,RES-001,Industrial Resins,RES-001-03,Industrial Resins Grade 3,394.53,3.945,1556.42,61147.78,24124449.17,45942.87,Binders,Industrial Resins,2023-10-01,18125840.5011,5998608.668900002,0.24865266877718317
Matapel Chemicals Sample,2023-11-07,Customer 024,Resins,Binders,RES-001,Industrial Resins,RES-001-03,Industrial Resins Grade 3,407.65,3.954,1611.85,61286.87,24983636.07,46047.37,Binders,Industrial Resins,2023-11-01,18771210.3805,6212425.6895,0.24865978963565652
Matapel Chemicals Sample,2023-12-25,Customer 001,Resins,Binders,RES-001,Industrial Resins,RES-001-03,Industrial Resins Grade 3,430.27,4.2285,1819.38,65541.87,28200416.31,49244.33,Binders,Industrial Resins,2023-12-01,21188357.8691,7012058.440899998,0.24865088386704026
Matapel Chemicals Sample,2024-01-13,Customer 002,Resins,Binders,RES-001,Industrial Resins,RES-001-03,Industrial Resins Grade 3,341.31,4.055,1384.0,62851.74,21451997.88,47223.13,Binders,Industrial Resins,2024-01-01,16117726.5003,5334271.3796999995,0.24866081982383637
Matapel Chemicals Sample,2024-02-11,Customer 029,Resins,Binders,RES-001,Industrial Resins,RES-001-03,Industrial Resins Grade 3,418.77,4.0034,1676.52,62052.99,25986125.15,46622.99,Binders,Industrial Resins,2024-02-01,19524309.522299998,6461815.627700001,0.24866406939858832
Matapel Chemicals Sample,2024-03-06,Customer 023,Resins,Binders,RES-001,Industrial Resins,RES-001-03,Industrial Resins Grade 3,379.02,4.2477,1610.0,65840.0,24955001.56,49468.32,Binders,Industrial Resins,2024-03-01,18749482.646399997,6205518.9136000015,0.2486683440463789
Matapel Chemicals Sample,2024-04-21,Customer 008,Resins,Binders,RES-001,Industrial Resins,RES-001-03,Industrial Resins Grade 3,434.77,4.2024,1827.06,65136.52,28319380.09,48939.78,Binders,Industrial Resins,2024-04-01,21277548.150599997,7041831.939400002,0.24865770073429608
Matapel Chemicals Sample,2024-06-10,Customer 023,Resins,Binders,RES-001,Industrial Resins,RES-001-03,Industrial Resins Grade 3,345.69,4.1277,1426.89,63979.01,22116851.29,48070.09,Binders,Industrial Resins,2024-06-01,16617349.412099998,5499501.877900001,0.24865663768271423
Matapel Chemicals Sample,2024-07-09,Customer 007,Resins,Binders,RES-001,Industrial Resins,RES-001-03,Industrial Resins Grade 3,349.63,4.1302,1444.04,64018.31,22382645.85,48099.62,Binders,Industrial Resins,2024-07-01,16817070.1406,5565575.709400002,0.2486558446529681
Matapel Chemicals Sample,2024-08-04,Customer 005,Resins,Binders,RES-001,Industrial Resins,RES-001-03,Industrial Resins Grade 3,169.98,4.0981,696.6,63520.3,10797318.19,47725.44,Binders,Industrial Resins,2024-08-01,8112370.2912,2684947.8987999996,0.2486680351132636
Matapel Chemicals Sample,2024-09-22,Customer 006,Resins,Binders,RES-001,Industrial Resins,RES-001-03,Industrial Resins Grade 3,336.79,3.97,1337.06,61535.3,20724425.13,46234.02,Binders,Industrial Resins,2024-09-01,15571155.5958,5153269.5342,0.2486568144532171
Matapel Chemicals Sample,2025-01-14,Customer 025,Resins,Binders,RES-001,Industrial Resins,RES-001-03,Industrial Resins Grade 3,505.47,3.8663,1954.28,59927.45,30291364.92,45025.98,Binders,Industrial Resins,2025-01-01,22759282.110600002,7532082.8094,0.248654454142042
Matapel Chemicals Sample,2025-02-08,Customer 020,Resins,Binders,RES-001,Industrial Resins,RES-001-03,Industrial Resins Grade 3,398.03,4.2558,1693.94,65965.37,26256132.89,49562.53,Binders,Industrial Resins,2025-02-01,19727373.815899998,6528759.074100003,0.24865653679664942
Matapel Chemicals Sample,2025-03-05,Customer 015,Resins,Binders,RES-001,Industrial Resins,RES-001-03,Industrial Resins Grade 3,343.41,3.9772,1365.83,61647.26,21170345.92,46318.15,Binders,Industrial Resins,2025-03-01,15906115.891500002,5264230.0285,0.24866055795180883
Matapel Chemicals Sample,2025-04-20,Customer 008,Resins,Binders,RES-001,Industrial Resins,RES-001-03,Industrial Resins Grade 3,405.31,3.8772,1571.45,60096.51,24357539.96,45153.0,Binders,Industrial Resins,2025-04-01,18300962.43,6056577.530000001,0.24865308811752437
Matapel Chemicals Sample,2025-05-23,Customer 003,Resins,Binders,RES-001,Industrial Resins,RES-001-03,Industrial Resins Grade 3,460.5,4.2424,1953.65,65757.85,30281566.9,49406.6,Binders,Industrial Resins,2025-05-01,22751739.3,7529827.599999998,0.24866043507147573
Matapel Chemicals Sample,2025-06-17,Customer 028,Resins,Binders,RES-001,Industrial Resins,RES-001-03,Industrial Resins Grade 3,482.35,4.1554,2004.35,64408.65,31067500.23,48392.89,Binders,Industrial Resins,2025-06-01,23342310.4915,7725189.738499999,0.24865823388778
Matapel Chemicals Sample,2025-07-08,Customer 019,Resins,Binders,RES-001,Industrial Resins,RES-001-03,Industrial Resins Grade 3,502.69,4.0854,2053.72,63324.38,31832592.05,47578.24,Binders,Industrial Resins,2025-07-01,23917105.4656,7915486.584400002,0.24865981921820915
Matapel Chemicals Sample,2025-08-17,Customer 021,Resins,Binders,RES-001,Industrial Resins,RES-001-03,Industrial Resins Grade 3,401.27,4.1578,1668.41,64446.01,25860379.52,48420.97,Binders,Industrial Resins,2025-08-01,19429882.6319,6430496.888099998,0.2486621235827864
Matapel Chemicals Sample,2025-10-26,Customer 007,Resins,Binders,RES-001,Industrial Resins,RES-001-03,Industrial Resins Grade 3,380.11,3.8425,1460.55,59558.3,22638467.08,44748.63,Binders,Industrial Resins,2025-10-01,17009401.7493,5629065.330699999,0.24865046342616584
Matapel Chemicals Sample,2025-11-25,Customer 015,Resins,Binders,RES-001,Industrial Resins,RES-001-03,Industrial Resins Grade 3,349.83,4.1926,1466.69,64984.71,22733684.85,48825.71,Binders,Industrial Resins,2025-11-01,17080698.1293,5652986.720700003,0.24866126006404998
Matapel Chemicals Sample,2025-12-25,Customer 016,Resins,Binders,RES-001,Industrial Resins,RES-001-03,Industrial Resins Grade 3,423.6,4.053,1716.84,62821.19,26611094.9,47200.17,Binders,Industrial Resins,2025-12-01,19993992.012000002,6617102.887999997,0.2486595501938553
Matapel Chemicals Sample,2023-01-09,Customer 015,Resins,Binders,RES-001,Industrial Resins,RES-001-04,Industrial Resins Grade 4,424.14,7.0541,2991.93,109338.73,46374949.48,95599.99,Binders,Industrial Resins,2023-01-01,40547779.758600004,5827169.721399993,0.1256533923322776
Matapel Chemicals Sample,2023-02-12,Customer 007,Resins,Binders,RES-001,Industrial Resins,RES-001-04,Industrial Resins Grade 4,653.18,6.4191,4192.82,99496.16,64988644.15,86994.17,Binders,Industrial Resins,2023-02-01,56822851.960599996,8165792.189400002,0.12564952379299643
Matapel Chemicals Sample,2023-04-19,Customer 001,Resins,Binders,RES-001,Industrial Resins,RES-001-04,Industrial Resins Grade 4,1003.43,6.8928,6916.45,106837.98,107204906.08,93413.47,Binders,Industrial Resins,2023-04-01,93733878.2021,13471027.877900004,0.12565682271898507
Matapel Chemicals Sample,2023-05-11,Customer 019,Resins,Binders,RES-001,Industrial Resins,RES-001-04,Industrial Resins Grade 4,932.17,6.4075,5972.92,99316.54,92580290.73,86837.12,Binders,Industrial Resins,2023-05-01,80946958.1504,11633332.579600006,0.12565668662164078
Matapel Chemicals Sample,2023-06-04,Customer 007,Resins,Binders,RES-001,Industrial Resins,RES-001-04,Industrial Resins Grade 4,973.9,6.9152,6734.72,107185.77,104388121.45,93717.57,Binders,Industrial Resins,2023-06-01,91271541.42300001,13116580.026999995,0.12565203631222158
Matapel Chemicals Sample,2023-07-10,Customer 030,Resins,Binders,RES-001,Industrial Resins,RES-001-04,Industrial Resins Grade 4,1095.79,6.9924,7662.2,108382.71,118764167.58,94764.1,Binders,Industrial Resins,2023-07-01,103841553.139,14922614.441,0.1256491309211431
Matapel Chemicals Sample,2023-08-17,Customer 018,Resins,Binders,RES-001,Industrial Resins,RES-001-04,Industrial Resins Grade 4,1083.09,6.4894,7028.57,100585.47,108942884.33,87946.61,Binders,Industrial Resins,2023-08-01,95254093.82489999,13688790.505100012,0.12565107477451357
Matapel Chemicals Sample,2023-09-19,Customer 026,Resins,Binders,RES-001,Industrial Resins,RES-001-04,Industrial Resins Grade 4,1216.3,6.8118,8285.22,105583.22,128420935.15,92316.38,Binders,Industrial Resins,2023-09-01,112284412.994,16136522.156000003,0.1256533612463731
Matapel Chemicals Sample,2023-10-06,Customer 010,Resins,Binders,RES-001,Industrial Resins,RES-001-04,Industrial Resins Grade 4,1259.86,6.978,8791.23,108158.26,136263999.11,94567.85,Binders,Industrial Resins,2023-10-01,119142251.501,17121747.609000012,0.12565129249713541
Matapel Chemicals Sample,2023-11-16,Customer 024,Resins,Binders,RES-001,Industrial Resins,RES-001-04,Industrial Resins Grade 4,847.37,7.0408,5966.12,109131.75,92474901.0,95419.02,Binders,Industrial Resins,2023-11-01,80855214.9774,11619686.022599995,0.1256523218402796
Matapel Chemicals Sample,2023-12-05,Customer 016,Resins,Binders,RES-001,Industrial Resins,RES-001-04,Industrial Resins Grade 4,1197.48,6.7447,8076.73,104543.57,125189323.09,91407.36,Binders,Industrial Resins,2023-12-01,109458485.4528,15730837.637199998,0.12565638385863723
Matapel Chemicals Sample,2024-01-12,Customer 010,Resins,Binders,RES-001,Industrial Resins,RES-001-04,Industrial Resins Grade 4,1486.01,6.55,9733.31,101524.53,150866273.49,88767.68,Binders,Industrial Resins,2024-01-01,131909660.15679999,18956613.333200023,0.12565176360942287
Matapel Chemicals Sample,2024-02-02,Customer 007,Resins,Binders,RES-001,Industrial Resins,RES-001-04,Industrial Resins Grade 4,678.85,6.6466,4512.04,103022.34,69936601.95,90077.28,Binders,Industrial Resins,2024-02-01,61148961.528000005,8787640.421999998,0.1256515211917584
Matapel Chemicals Sample,2024-03-03,Customer 006,Resins,Binders,RES-001,Industrial Resins,RES-001-04,Industrial Resins Grade 4,980.71,6.5352,6409.15,101296.16,99341874.67,88568.0,Binders,Industrial Resins,2024-03-01,86859523.28,12482351.39,0.12565045134757774
Matapel Chemicals Sample,2024-04-25,Customer 018,Resins,Binders,RES-001,Industrial Resins,RES-001-04,Industrial Resins Grade 4,1267.33,6.3111,7998.32,97822.75,123973919.35,85531.03,Binders,Industrial Resins,2024-04-01,108396040.2499,15577879.100099996,0.12565448589328637
Matapel Chemicals Sample,2024-05-06,Customer 014,Resins,Binders,RES-001,Industrial Resins,RES-001-04,Industrial Resins Grade 4,1191.72,6.784,8084.65,105151.94,125312026.36,91939.29,Binders,Industrial Resins,2024-05-01,109565890.6788,15746135.681199998,0.1256554230155376
Matapel Chemicals Sample,2024-07-15,Customer 006,Resins,Binders,RES-001,Industrial Resins,RES-001-04,Industrial Resins Grade 4,1163.65,6.2735,7300.16,97239.23,113152520.03,85020.83,Binders,Industrial Resins,2024-07-01,98934488.8295,14218031.200499997,0.1256536858103592
Matapel Chemicals Sample,2024-08-22,Customer 020,Resins,Binders,RES-001,Industrial Resins,RES-001-04,Industrial Resins Grade 4,1148.92,6.4379,7396.6,99787.21,114647280.7,87248.65,Binders,Industrial Resins,2024-08-01,100241718.958,14405561.741999999,0.12565114195508345
Matapel Chemicals Sample,2024-09-15,Customer 010,Resins,Binders,RES-001,Industrial Resins,RES-001-04,Industrial Resins Grade 4,796.28,6.6876,5325.14,103657.18,82539632.3,90632.35,Binders,Industrial Resins,2024-09-01,72168727.658,10370904.64199999,0.12564757502560367
Matapel Chemicals Sample,2024-10-03,Customer 011,Resins,Binders,RES-001,Industrial Resins,RES-001-04,Industrial Resins Grade 4,643.94,6.3035,4059.02,97703.54,62914767.54,85426.81,Binders,Industrial Resins,2024-10-01,55009740.0314,7905027.508599997,0.12564661394598864
Matapel Chemicals Sample,2024-12-17,Customer 024,Resins,Binders,RES-001,Industrial Resins,RES-001-04,Industrial Resins Grade 4,1157.37,6.7873,7855.41,105202.93,121758875.73,91983.87,Binders,Industrial Resins,2024-12-01,106459371.62189998,15299504.108100027,0.1256541177501231
Matapel Chemicals Sample,2025-01-17,Customer 019,Resins,Binders,RES-001,Industrial Resins,RES-001-04,Industrial Resins Grade 4,1362.92,6.6712,9092.38,103404.19,140931837.27,90411.15,Binders,Industrial Resins,2025-01-01,123223164.558,17708672.712000012,0.1256541676815962
Matapel Chemicals Sample,2025-03-03,Customer 006,Resins,Binders,RES-001,Industrial Resins,RES-001-04,Industrial Resins Grade 4,664.3,6.6189,4396.9,102592.5,68151900.28,89701.45,Binders,Industrial Resins,2025-03-01,59588673.23499999,8563227.04500001,0.12564913098267624
Matapel Chemicals Sample,2025-04-14,Customer 001,Resins,Binders,RES-001,Industrial Resins,RES-001-04,Industrial Resins Grade 4,1375.61,7.0609,9713.04,109443.53,150552092.22,95691.63,Binders,Industrial Resins,2025-04-01,131634363.1443,18917729.0757,0.12565570359564146
Matapel Chemicals Sample,2025-05-19,Customer 030,Resins,Binders,RES-001,Industrial Resins,RES-001-04,Industrial Resins Grade 4,1093.8,6.9181,7567.01,107230.63,117288725.98,93756.79,Binders,Industrial Resins,2025-05-01,102551176.902,14737549.078000009,0.12565188132841554
Matapel Chemicals Sample,2025-06-02,Customer 026,Resins,Binders,RES-001,Industrial Resins,RES-001-04,Industrial Resins Grade 4,1223.31,6.331,7744.83,98131.27,120044902.37,85800.79,Binders,Industrial Resins,2025-06-01,104960964.41489999,15083937.955100015,0.12565246551335102
Matapel Chemicals Sample,2025-07-14,Customer 005,Resins,Binders,RES-001,Industrial Resins,RES-001-04,Industrial Resins Grade 4,917.91,6.7542,6199.79,104690.58,96096742.54,91535.9,Binders,Industrial Resins,2025-07-01,84021717.969,12075024.57100001,0.12565487915445014
Matapel Chemicals Sample,2025-09-19,Customer 016,Resins,Binders,RES-001,Industrial Resins,RES-001-04,Industrial Resins Grade 4,563.8,6.669,3760.02,103370.26,58280292.12,90381.48,Binders,Industrial Resins,2025-09-01,50957078.423999995,7323213.696000002,0.12565506159305784
Matapel Chemicals Sample,2025-10-26,Customer 006,Resins,Binders,RES-001,Industrial Resins,RES-001-04,Industrial Resins Grade 4,809.09,6.5803,5324.1,101995.39,82523593.47,89179.36,Binders,Industrial Resins,2025-10-01,72154128.3824,10369465.087599993,0.12565455103902654
Matapel Chemicals Sample,2025-11-03,Customer 007,Resins,Binders,RES-001,Industrial Resins,RES-001-04,Industrial Resins Grade 4,850.88,6.8934,5865.39,106847.01,90913467.87,93421.37,Binders,Industrial Resins,2025-11-01,79490375.3056,11423092.564400002,0.12564796868968015
Matapel Chemicals Sample,2025-12-16,Customer 019,Resins,Binders,RES-001,Industrial Resins,RES-001-04,Industrial Resins Grade 4,769.84,6.4712,4981.81,100304.17,77217983.16,87700.66,Binders,Industrial Resins,2025-12-01,67515476.0944,9702507.065599993,0.12565087390971935
Matapel Chemicals Sample,2023-01-18,Customer 021,Solvents,Solvents,SOL-001,Solvents,SOL-001-01,Solvents Grade 1,461.11,5.6536,2606.93,87630.03,40407443.82,64975.35,Solvents,Solvents,2023-01-01,29960783.6385,10446660.181499999,0.25853306207727345
Matapel Chemicals Sample,2023-03-14,Customer 011,Solvents,Solvents,SOL-001,Solvents,SOL-001-01,Solvents Grade 1,516.66,5.8039,2998.64,89960.8,46478954.64,66703.56,Solvents,Solvents,2023-03-01,34463061.309599996,12015893.330400005,0.2585233128298258
Matapel Chemicals Sample,2023-04-21,Customer 029,Solvents,Solvents,SOL-001,Solvents,SOL-001-01,Solvents Grade 1,378.98,5.9272,2246.29,91871.52,34817505.3,68120.3,Solvents,Solvents,2023-04-01,25816231.294000003,9001274.005999994,0.258527253128615
Matapel Chemicals Sample,2023-06-08,Customer 005,Solvents,Solvents,SOL-001,Solvents,SOL-001-01,Solvents Grade 1,427.89,5.6942,2436.54,88260.79,37766327.47,65443.04,Solvents,Solvents,2023-06-01,28002422.3856,9763905.084399998,0.25853467198143737
Matapel Chemicals Sample,2023-08-18,Customer 013,Solvents,Solvents,SOL-001,Solvents,SOL-001-01,Solvents Grade 1,498.19,5.9231,2950.82,91808.58,45737768.95,68073.63,Solvents,Solvents,2023-08-01,33913601.7297,11824167.220300004,0.25852085687052306
Matapel Chemicals Sample,2023-09-08,Customer 012,Solvents,Solvents,SOL-001,Solvents,SOL-001-01,Solvents Grade 1,522.81,6.0556,3165.92,93861.97,49071692.92,69596.17,Solvents,Solvents,2023-09-01,36385573.6377,12686119.282300003,0.25852214438539495
Matapel Chemicals Sample,2023-12-20,Customer 025,Solvents,Solvents,SOL-001,Solvents,SOL-001-01,Solvents Grade 1,571.71,5.8872,3365.79,91251.65,52169814.85,67660.69,Solvents,Solvents,2023-12-01,38682293.079900004,13487521.770099998,0.2585311412141229
Matapel Chemicals Sample,2024-01-17,Customer 016,Solvents,Solvents,SOL-001,Solvents,SOL-001-01,Solvents Grade 1,409.36,5.6027,2293.53,86841.29,35549731.45,64390.52,Solvents,Solvents,2024-01-01,26358903.2672,9190828.182800002,0.25853439134207584
Matapel Chemicals Sample,2024-02-22,Customer 029,Solvents,Solvents,SOL-001,Solvents,SOL-001-01,Solvents Grade 1,336.22,6.1844,2079.31,95857.6,32229344.24,71075.88,Solvents,Solvents,2024-02-01,23897132.373600002,8332211.866399996,0.258528743382214
Matapel Chemicals Sample,2024-03-21,Customer 024,Solvents,Solvents,SOL-001,Solvents,SOL-001-01,Solvents Grade 1,520.66,5.8037,3021.77,89957.07,46837440.83,66700.79,Solvents,Solvents,2024-03-01,34728433.321399994,12109007.508600004,0.25853264597761766
Matapel Chemicals Sample,2024-04-10,Customer 014,Solvents,Solvents,SOL-001,Solvents,SOL-001-01,Solvents Grade 1,791.49,5.6183,4446.84,87084.35,68925997.83,64570.74,Solvents,Solvents,2024-04-01,51107095.0026,17818902.8274,0.25852223237085054
Matapel Chemicals Sample,2024-06-03,Customer 014,Solvents,Solvents,SOL-001,Solvents,SOL-001-01,Solvents Grade 1,652.47,5.5984,3652.76,86774.93,56617719.55,64341.32,Solvents,Solvents,2024-06-01,41980781.0604,14636938.489599995,0.2585222189437334
Matapel Chemicals Sample,2024-07-08,Customer 015,Solvents,Solvents,SOL-001,Solvents,SOL-001-01,Solvents Grade 1,348.41,6.3336,2206.69,98170.66,34203676.43,72790.95,Solvents,Solvents,2024-07-01,25361094.8895,8842581.5405,0.2585272246565923
Matapel Chemicals Sample,2024-09-02,Customer 003,Solvents,Solvents,SOL-001,Solvents,SOL-001-01,Solvents Grade 1,529.76,5.9713,3163.36,92554.85,49032070.62,68626.98,Solvents,Solvents,2024-09-01,36355828.92479999,12676241.695200004,0.2585296018485789
Matapel Chemicals Sample,2024-10-26,Customer 008,Solvents,Solvents,SOL-001,Solvents,SOL-001-01,Solvents Grade 1,511.34,6.3283,3235.93,98088.78,50156973.0,72730.24,Solvents,Solvents,2024-10-01,37189880.9216,12967092.0784,0.2585301963577427
Matapel Chemicals Sample,2024-11-11,Customer 026,Solvents,Solvents,SOL-001,Solvents,SOL-001-01,Solvents Grade 1,322.01,5.7996,1867.54,89894.04,28946843.43,66654.05,Solvents,Solvents,2024-11-01,21463270.6405,7483572.789499998,0.25852811231721917
Matapel Chemicals Sample,2024-12-19,Customer 010,Solvents,Solvents,SOL-001,Solvents,SOL-001-01,Solvents Grade 1,676.1,5.7285,3873.07,88792.11,60032508.86,65837.0,Solvents,Solvents,2024-12-01,44512395.7,15520113.159999996,0.25852847823158587
Matapel Chemicals Sample,2025-01-13,Customer 006,Solvents,Solvents,SOL-001,Solvents,SOL-001-01,Solvents Grade 1,603.32,6.1058,3683.76,94639.78,57098297.84,70172.9,Solvents,Solvents,2025-01-01,42336714.028,14761583.812000006,0.2585293147155576
Matapel Chemicals Sample,2025-02-08,Customer 022,Solvents,Solvents,SOL-001,Solvents,SOL-001-01,Solvents Grade 1,626.99,5.8526,3669.54,90715.98,56877811.86,67263.5,Solvents,Solvents,2025-02-01,42173541.865,14704269.994999997,0.25852383406016627
Matapel Chemicals Sample,2025-03-07,Customer 007,Solvents,Solvents,SOL-001,Solvents,SOL-001-01,Solvents Grade 1,382.83,6.0232,2305.83,93359.19,35740336.24,69223.37,Solvents,Solvents,2025-03-01,26500782.737099998,9239553.502900004,0.25851893056784525
Matapel Chemicals Sample,2025-04-15,Customer 004,Solvents,Solvents,SOL-001,Solvents,SOL-001-01,Solvents Grade 1,607.15,5.964,3621.06,92442.73,56126353.67,68543.84,Solvents,Solvents,2025-04-01,41616392.45599999,14509961.214000009,0.25852314047181196
Matapel Chemicals Sample,2025-05-24,Customer 029,Solvents,Solvents,SOL-001,Solvents,SOL-001-01,Solvents Grade 1,516.32,6.2028,3202.65,96143.42,49641096.63,71287.81,Solvents,Solvents,2025-05-01,36807322.059200004,12833774.570799999,0.2585312461256962
Matapel Chemicals Sample,2025-06-13,Customer 011,Solvents,Solvents,SOL-001,Solvents,SOL-001-01,Solvents Grade 1,370.27,6.3449,2349.33,98345.57,36414679.13,72920.64,Solvents,Solvents,2025-06-01,27000325.3728,9414353.757200003,0.25853183337386726
Matapel Chemicals Sample,2025-07-12,Customer 019,Solvents,Solvents,SOL-001,Solvents,SOL-001-01,Solvents Grade 1,470.11,5.722,2689.97,88690.56,41694603.29,65761.71,Solvents,Solvents,2025-07-01,30915237.488100003,10779365.801899996,0.2585314393550138
Matapel Chemicals Sample,2025-08-25,Customer 004,Solvents,Solvents,SOL-001,Solvents,SOL-001-01,Solvents Grade 1,484.51,5.6162,2721.1,87051.34,42177081.17,64546.27,Solvents,Solvents,2025-08-01,31273313.2777,10903767.892300002,0.25852352960013997
Matapel Chemicals Sample,2025-09-24,Customer 012,Solvents,Solvents,SOL-001,Solvents,SOL-001-01,Solvents Grade 1,516.67,5.7335,2962.3,88868.63,45915639.83,65893.74,Solvents,Solvents,2025-09-01,34045318.6458,11870321.184199996,0.25852457306811305
